ERR12319363.1.1004390 6.54422
ERR12319363.1.1006061 10.9141
ERR12319363.1.1006660 13.193
ERR12319363.1.1007321 9.79545
ERR12319363.1.1008137 5.12636
ERR12319363.1.1008581 113.262
ERR12319363.1.1009912 2.17277
ERR12319363.1.1011905 22.1228
ERR12319363.1.1012675 634.144
ERR12319363.1.1015359 10.3551
ERR12319363.1.1015408 1.59968
ERR12319363.1.1016196 48.951
ERR12319363.1.1020292 10.5502
ERR12319363.1.1021225 11.6973
ERR12319363.1.1021271 36.8788
ERR12319363.1.1022426 4.68366
ERR12319363.1.1022648 6.76107
ERR12319363.1.1031513 8.03169
ERR12319363.1.1032940 10.9109
ERR12319363.1.1034543 11.167
ERR12319363.1.1039653 65.7356
ERR12319363.1.1039702 2.82215
ERR12319363.1.1040784 10.7293
ERR12319363.1.1040967 2.20447
ERR12319363.1.1044353 11.0324
ERR12319363.1.1048183 68.0293
ERR12319363.1.1048495 106.231
ERR12319363.1.1049204 3.56231
ERR12319363.1.1050641 4.06892
ERR12319363.1.105109 17.1575
ERR12319363.1.1052029 15.5509
ERR12319363.1.10560 12.4399
ERR12319363.1.1057184 124.954
ERR12319363.1.1057200 2.15039
ERR12319363.1.1061376 3.22372
ERR12319363.1.1061765 8.00994
ERR12319363.1.1066416 183.558
ERR12319363.1.1068304 2.65471
ERR12319363.1.1069974 3.89577
ERR12319363.1.1072974 11.2785
ERR12319363.1.1072996 5.48968
ERR12319363.1.1076316 5.13393
ERR12319363.1.1076736 2.09539
ERR12319363.1.1077924 6.31102
ERR12319363.1.1084104 21.5552
ERR12319363.1.1086258 1.89616
ERR12319363.1.1087144 6.14472
ERR12319363.1.1088073 5.74329
ERR12319363.1.1088908 5.45105
ERR12319363.1.1089804 228.667
ERR12319363.1.1090563 5.77547
ERR12319363.1.1090866 19.2459
ERR12319363.1.1097254 15.2604
ERR12319363.1.109807 257.164
ERR12319363.1.1099230 6.75504
ERR12319363.1.110001 50.8538
ERR12319363.1.1105637 172.592
ERR12319363.1.1107073 1.60278
ERR12319363.1.1107191 2.8844
ERR12319363.1.110725 8.17512
ERR12319363.1.1107424 6.76945
